time,asset,yes,no,event,pnl
03/26 22:41:49,XRP,0.225,0.775,holding,
03/26 22:41:51,BTC,0.655,0.345,holding,
03/26 22:41:51,ETH,0.915,0.085,holding,
03/26 22:41:51,XRP,0.155,0.845,holding,
03/26 22:41:53,BTC,0.555,0.445,holding,
03/26 22:41:54,ETH,0.865,0.135,holding,
03/26 22:41:54,XRP,0.115,0.885,holding,
03/26 22:41:56,BTC,0.475,0.525,holding,
03/26 22:41:56,ETH,0.825,0.175,holding,
03/26 22:41:56,XRP,0.075,0.925,holding,
03/26 22:41:59,BTC,0.555,0.445,holding,
03/26 22:41:59,ETH,0.875,0.125,holding,
03/26 22:41:59,XRP,0.105,0.895,holding,
03/26 22:42:01,BTC,0.525,0.475,holding,
03/26 22:42:01,ETH,0.875,0.125,holding,
03/26 22:42:02,XRP,0.085,0.915,holding,
03/26 22:42:04,BTC,0.505,0.495,holding,
03/26 22:42:04,ETH,0.88,0.12,holding,
03/26 22:42:04,XRP,0.05,0.95,holding,
03/26 22:42:06,BTC,0.475,0.525,holding,
03/26 22:42:06,ETH,0.845,0.155,holding,
03/26 22:42:07,XRP,0.04,0.96,holding,
03/26 22:42:09,BTC,0.345,0.655,holding,
03/26 22:42:09,XRP,0.025,0.97,*** SELL NO @ 97.50% ***,
03/26 22:42:11,ETH,0.855,0.145,holding,
03/26 22:42:12,XRP,0.05,0.95,holding,
03/26 22:42:14,BTC,0.405,0.59,holding,
03/26 22:42:14,ETH,0.83,0.165,holding,
03/26 22:42:14,XRP,0.05,0.95,holding,
03/26 22:42:16,BTC,0.385,0.615,holding,
03/26 22:42:16,ETH,0.85,0.15,holding,
03/26 22:42:17,XRP,0.04,0.96,holding,
03/26 22:42:19,BTC,0.435,0.56,holding,
03/26 22:42:19,ETH,0.855,0.145,holding,
03/26 22:42:19,XRP,0.04,0.96,holding,
03/26 22:42:21,BTC,0.445,0.555,holding,
03/26 22:42:21,ETH,0.86,0.145,holding,
03/26 22:42:21,XRP,0.04,0.96,holding,
03/26 22:42:24,BTC,0.425,0.575,holding,
03/26 22:42:24,ETH,0.855,0.145,holding,
03/26 22:42:24,XRP,0.04,0.96,holding,
03/26 22:42:26,BTC,0.485,0.515,holding,
03/26 22:42:26,ETH,0.885,0.115,holding,
03/26 22:42:26,XRP,0.04,0.96,holding,
03/26 22:42:28,BTC,0.435,0.565,holding,
03/26 22:42:29,ETH,0.865,0.135,holding,
03/26 22:42:29,XRP,0.04,0.96,holding,
03/26 22:42:31,BTC,0.475,0.525,holding,
03/26 22:42:31,ETH,0.895,0.105,holding,
03/26 22:42:31,XRP,0.05,0.95,holding,
03/26 22:42:34,BTC,0.495,0.505,holding,
03/26 22:42:34,ETH,0.905,0.095,holding,
03/26 22:42:34,XRP,0.065,0.935,holding,
03/26 22:42:36,BTC,0.525,0.475,holding,
03/26 22:42:36,ETH,0.915,0.085,holding,
03/26 22:42:36,XRP,0.06,0.94,holding,
03/26 22:42:38,BTC,0.545,0.46,holding,
03/26 22:42:39,ETH,0.93,0.065,holding,
03/26 22:42:39,XRP,0.065,0.935,holding,
03/26 22:42:41,BTC,0.475,0.525,holding,
03/26 22:42:41,ETH,0.925,0.075,holding,
03/26 22:42:41,XRP,0.06,0.94,holding,
03/26 22:42:43,BTC,0.585,0.415,holding,
03/26 22:42:43,ETH,0.96,0.045,holding,
03/26 22:42:44,XRP,0.065,0.935,holding,
03/26 22:42:46,BTC,0.535,0.465,holding,
03/26 22:42:46,ETH,0.945,0.055,holding,
03/26 22:42:46,XRP,0.055,0.945,holding,
03/26 22:42:48,BTC,0.375,0.625,holding,
03/26 22:42:48,ETH,0.895,0.105,holding,
03/26 22:42:49,XRP,0.035,0.965,holding,
03/26 22:42:51,BTC,0.27,0.735,holding,
03/26 22:42:51,ETH,0.825,0.175,holding,
03/26 22:42:51,XRP,0.025,0.975,holding,
03/26 22:42:53,BTC,0.235,0.765,holding,
03/26 22:42:53,ETH,0.825,0.175,holding,
03/26 22:42:53,XRP,0.025,0.975,holding,
03/26 22:42:56,BTC,0.235,0.765,holding,
03/26 22:42:56,ETH,0.835,0.165,holding,
03/26 22:42:56,XRP,0.025,0.975,holding,
03/26 22:42:58,BTC,0.325,0.675,holding,
03/26 22:42:58,ETH,0.905,0.095,holding,
03/26 22:42:58,SOL,0.84,0.16,*** BUY YES @ 84.00% ***,
03/26 22:43:00,XRP,0.035,0.965,holding,
03/26 22:43:03,BTC,0.485,0.515,holding,
03/26 22:43:03,ETH,0.945,0.055,holding,
03/26 22:43:03,SOL,0.88,0.12,holding,
03/26 22:43:03,XRP,0.055,0.945,holding,
03/26 22:43:05,BTC,0.535,0.465,holding,
03/26 22:43:05,ETH,0.955,0.045,holding,
03/26 22:43:05,SOL,0.895,0.105,holding,
03/26 22:43:06,XRP,0.045,0.955,holding,
03/26 22:43:08,BTC,0.485,0.515,holding,
03/26 22:43:08,ETH,0.935,0.065,holding,
03/26 22:43:08,SOL,0.88,0.12,holding,
03/26 22:43:08,XRP,0.04,0.96,holding,
03/26 22:43:10,BTC,0.415,0.585,holding,
03/26 22:43:10,ETH,0.915,0.085,holding,
03/26 22:43:11,SOL,0.855,0.145,holding,
03/26 22:43:11,XRP,0.03,0.97,holding,
03/26 22:43:13,BTC,0.295,0.705,holding,
03/26 22:43:13,ETH,0.875,0.125,holding,
03/26 22:43:13,SOL,0.81,0.195,holding,
03/26 22:43:13,XRP,0.025,0.975,holding,
03/26 22:43:15,BTC,0.355,0.645,holding,
03/26 22:43:15,ETH,0.91,0.09,holding,
03/26 22:43:16,SOL,0.845,0.155,holding,
03/26 22:43:16,XRP,0.025,0.975,holding,
03/26 22:43:18,BTC,0.355,0.645,holding,
03/26 22:43:18,ETH,0.915,0.085,holding,
03/26 22:43:18,SOL,0.85,0.15,holding,
03/26 22:43:18,XRP,0.015,0.985,holding,
03/26 22:43:20,BTC,0.265,0.735,holding,
03/26 22:43:21,ETH,0.865,0.135,holding,
03/26 22:43:21,SOL,0.795,0.205,holding,
03/26 22:43:21,XRP,0.015,0.985,holding,
03/26 22:43:23,BTC,0.315,0.685,holding,
03/26 22:43:23,ETH,0.915,0.085,holding,
03/26 22:43:23,SOL,0.86,0.14,holding,
03/26 22:43:23,XRP,0.02,0.98,holding,
03/26 22:43:25,BTC,0.355,0.645,holding,
03/26 22:43:26,ETH,0.915,0.085,holding,
03/26 22:43:26,SOL,0.865,0.135,holding,
03/26 22:43:26,XRP,0.015,0.985,holding,
03/26 22:43:28,BTC,0.15,0.855,holding,
03/26 22:43:28,ETH,0.82,0.185,holding,
03/26 22:43:28,SOL,0.755,0.245,holding,
03/26 22:43:28,XRP,0.015,0.985,holding,
03/26 22:43:31,BTC,0.145,0.855,holding,
03/26 22:43:31,ETH,0.835,0.17,holding,
03/26 22:43:31,SOL,0.755,0.245,holding,
03/26 22:43:31,XRP,0.015,0.985,holding,
03/26 22:43:33,BTC,0.175,0.83,holding,
03/26 22:43:33,ETH,0.865,0.135,holding,
03/26 22:43:33,SOL,0.8,0.2,holding,
03/26 22:43:33,XRP,0.025,0.975,holding,
03/26 22:43:36,BTC,0.105,0.895,holding,
03/26 22:43:36,ETH,0.815,0.185,holding,
03/26 22:43:36,SOL,0.715,0.29,holding,
03/26 22:43:36,XRP,0.025,0.975,holding,
03/26 22:43:38,BTC,0.065,0.935,holding,
03/26 22:43:38,ETH,0.785,0.215,holding,
03/26 22:43:38,SOL,0.655,0.345,holding,
03/26 22:43:38,XRP,0.025,0.975,holding,
03/26 22:43:41,BTC,0.055,0.945,holding,
03/26 22:43:41,ETH,0.785,0.215,holding,
03/26 22:43:41,SOL,0.635,0.36,holding,
03/26 22:43:41,XRP,0.025,0.975,holding,
03/26 22:43:43,BTC,0.045,0.955,holding,
03/26 22:43:48,ETH,0.935,0.065,holding,
03/26 22:43:49,SOL,0.835,0.165,holding,
03/26 22:43:49,XRP,0.025,0.975,holding,
03/26 22:43:51,BTC,0.135,0.865,holding,
03/26 22:43:51,ETH,0.925,0.075,holding,
03/26 22:43:51,SOL,0.835,0.165,holding,
03/26 22:43:51,XRP,0.025,0.975,holding,
03/26 22:43:53,BTC,0.16,0.84,holding,
03/26 22:43:54,ETH,0.945,0.055,holding,
03/26 22:43:54,SOL,0.885,0.115,holding,
03/26 22:43:54,XRP,0.025,0.975,holding,
03/26 22:43:56,BTC,0.085,0.915,holding,
03/26 22:43:56,ETH,0.935,0.065,holding,
03/26 22:43:56,SOL,0.855,0.145,holding,
03/26 22:43:56,XRP,0.025,0.975,holding,
03/26 22:43:58,BTC,0.115,0.885,holding,
03/26 22:43:59,ETH,0.935,0.065,holding,
03/26 22:43:59,SOL,0.865,0.135,holding,
03/26 22:43:59,XRP,0.025,0.975,holding,
03/26 22:44:01,BTC,0.145,0.855,holding,
03/26 22:44:01,ETH,0.955,0.045,holding,
03/26 22:44:01,SOL,0.91,0.09,holding,
03/26 22:44:01,XRP,0.025,0.975,holding,
03/26 22:44:03,BTC,0.11,0.89,holding,
03/26 22:44:04,ETH,0.945,0.055,holding,
03/26 22:44:04,SOL,0.915,0.085,holding,
03/26 22:44:04,XRP,0.005,0.995,holding,
03/26 22:44:06,BTC,0.105,0.895,holding,
03/26 22:44:06,ETH,0.955,0.045,holding,
03/26 22:44:06,SOL,0.925,0.075,holding,
03/26 22:44:06,XRP,0.005,0.995,holding,
03/26 22:44:08,BTC,0.09,0.91,holding,
03/26 22:44:09,ETH,0.945,0.055,holding,
03/26 22:44:09,SOL,0.925,0.075,holding,
03/26 22:44:09,XRP,0.005,0.995,holding,
03/26 22:44:11,BTC,0.075,0.925,holding,
03/26 22:44:11,ETH,0.935,0.065,holding,
03/26 22:44:11,SOL,0.91,0.09,holding,
03/26 22:44:11,XRP,0.005,0.995,holding,
03/26 22:44:13,BTC,0.045,0.955,holding,
03/26 22:44:14,ETH,0.925,0.075,holding,
03/26 22:44:14,SOL,0.88,0.125,holding,
03/26 22:44:14,XRP,0.005,0.995,holding,
03/26 22:44:16,BTC,0.035,0.965,holding,
03/26 22:44:16,ETH,0.935,0.065,holding,
03/26 22:44:19,SOL,0.85,0.145,holding,
03/26 22:44:19,XRP,0.005,0.995,holding,
03/26 22:44:21,BTC,0.005,0.995,holding,
03/26 22:44:22,ETH,0.735,0.265,holding,
03/26 22:44:22,SOL,0.685,0.315,holding,
03/26 22:44:22,XRP,0.005,0.995,holding,
03/26 22:44:24,BTC,0.005,0.995,holding,
03/26 22:44:24,ETH,0.755,0.245,holding,
03/26 22:44:24,SOL,0.665,0.335,holding,
03/26 22:44:24,XRP,0.005,0.995,holding,
03/26 22:44:26,BTC,0.005,0.995,holding,
03/26 22:44:26,ETH,0.785,0.22,holding,
03/26 22:44:26,SOL,0.635,0.365,holding,
03/26 22:44:27,XRP,0.005,0.995,holding,
03/26 22:44:29,BTC,0.005,0.995,holding,
03/26 22:44:29,ETH,0.785,0.215,holding,
03/26 22:44:29,SOL,0.64,0.36,holding,
03/26 22:44:29,XRP,0.005,0.995,holding,
03/26 22:44:31,BTC,0.005,0.995,holding,
03/26 22:44:31,ETH,0.845,0.155,holding,
03/26 22:44:31,SOL,0.645,0.355,holding,
03/26 22:44:31,XRP,0.005,0.995,holding,
03/26 22:44:33,BTC,0.005,0.995,holding,
03/26 22:44:33,ETH,0.865,0.135,holding,
03/26 22:44:34,SOL,0.645,0.355,holding,
03/26 22:44:34,XRP,0.005,0.995,holding,
03/26 22:44:36,BTC,0.005,0.995,holding,
03/26 22:44:36,ETH,0.865,0.135,holding,
03/26 22:44:36,SOL,0.635,0.365,holding,
03/26 22:44:36,XRP,0.005,0.995,holding,
03/26 22:44:38,BTC,0.005,0.995,holding,
03/26 22:44:38,ETH,0.925,0.075,holding,
03/26 22:44:38,SOL,0.74,0.26,holding,
03/26 22:44:38,XRP,0.005,0.995,holding,
03/26 22:44:41,BTC,0.005,0.995,holding,
03/26 22:44:41,ETH,0.935,0.065,holding,
03/26 22:44:41,SOL,0.76,0.24,holding,
03/26 22:44:41,XRP,0.005,0.995,holding,
03/26 22:44:43,BTC,0.005,0.995,holding,
03/26 22:44:43,ETH,0.905,0.095,holding,
03/26 22:44:43,SOL,0.685,0.32,holding,
03/26 22:44:43,XRP,0.005,0.995,holding,
03/26 22:44:45,BTC,0.005,0.995,holding,
03/26 22:44:46,ETH,0.805,0.195,holding,
03/26 22:44:46,SOL,0.545,0.46,holding,
03/26 22:44:46,XRP,0.005,0.995,holding,
03/26 22:44:48,BTC,0.005,0.995,holding,
03/26 22:44:48,ETH,0.945,0.055,holding,
03/26 22:44:48,SOL,0.73,0.27,holding,
03/26 22:44:48,XRP,0.005,0.995,holding,
03/26 22:44:50,BTC,0.005,0.995,holding,
03/26 22:44:50,ETH,0.965,0.035,holding,
03/26 22:44:50,SOL,0.78,0.22,holding,
03/26 22:44:50,XRP,0.005,0.995,holding,
03/26 22:44:53,BTC,0.005,0.995,holding,
03/26 22:44:53,ETH,0.985,0.015,holding,
03/26 22:44:53,SOL,0.96,0.04,holding,
03/26 22:44:53,XRP,0.005,0.995,holding,
03/26 22:44:55,BTC,0.005,0.995,holding,
03/26 22:44:55,ETH,0.995,0.005,holding,
03/26 22:44:55,SOL,0.95,0.05,holding,
03/26 22:44:56,XRP,0.005,0.995,holding,
03/26 22:44:58,BTC,0.005,0.995,holding,
03/26 22:44:58,SOL,0.995,0.005,*** SELL YES @ 99.50% ***,
03/26 22:45:00,ETH,0.995,0.005,holding,
03/26 22:45:00,SOL,0.995,0.005,holding,
03/26 22:45:00,XRP,0.005,0.995,holding,
03/26 22:55:59,XRP,0.165,0.835,*** BUY NO @ 83.50% ***,
03/26 22:56:09,XRP,0.1,0.9,holding,
03/26 22:56:12,XRP,0.1,0.9,holding,
03/26 22:56:15,XRP,0.095,0.905,holding,
03/26 22:56:19,XRP,0.165,0.835,holding,
03/26 22:56:22,ETH,0.185,0.815,*** BUY NO @ 81.50% ***,
03/26 22:56:27,XRP,0.27,0.735,holding,
03/26 22:56:29,ETH,0.245,0.755,holding,
03/26 22:56:30,SOL,0.188,0.812,*** BUY NO @ 81.20% ***,
03/26 22:56:35,XRP,0.245,0.755,holding,
03/26 22:56:37,ETH,0.295,0.705,holding,
03/26 22:56:38,SOL,0.2195,0.7835,holding,
03/26 22:56:38,XRP,0.325,0.675,holding,
03/26 22:56:40,ETH,0.305,0.695,holding,
03/26 22:56:41,SOL,0.239,0.762,holding,
03/26 22:56:41,XRP,0.335,0.665,holding,
03/26 22:56:44,ETH,0.355,0.645,holding,
03/26 22:56:44,SOL,0.302,0.698,holding,
03/26 22:56:44,XRP,0.34,0.665,holding,
03/26 22:56:47,ETH,0.285,0.715,holding,
03/26 22:56:47,SOL,0.218,0.7725,holding,
03/26 22:56:48,XRP,0.305,0.69,holding,
03/26 22:56:51,ETH,0.255,0.745,holding,
03/26 22:56:51,SOL,0.2085,0.8045,holding,
03/26 22:56:51,XRP,0.24,0.76,holding,
03/26 22:56:54,ETH,0.315,0.685,holding,
03/26 22:56:54,SOL,0.228,0.772,holding,
03/26 22:56:55,XRP,0.28,0.72,holding,
03/26 22:56:57,ETH,0.275,0.725,holding,
03/26 22:56:58,SOL,0.216,0.781,holding,
03/26 22:56:58,XRP,0.27,0.73,holding,
03/26 22:57:01,ETH,0.195,0.805,holding,
03/26 22:57:01,SOL,0.1475,0.851,holding,
03/26 22:57:01,XRP,0.21,0.79,holding,
03/26 22:57:04,BTC,0.185,0.815,*** BUY NO @ 81.50% ***,
03/26 22:57:07,ETH,0.145,0.855,holding,
03/26 22:57:07,SOL,0.0845,0.9155,holding,
03/26 22:57:08,XRP,0.1,0.9,holding,
03/26 22:57:10,BTC,0.095,0.905,holding,
03/26 22:57:10,ETH,0.145,0.855,holding,
03/26 22:57:11,SOL,0.0715,0.9285,holding,
03/26 22:57:11,XRP,0.1,0.905,holding,
03/26 22:57:14,BTC,0.095,0.905,holding,
03/26 22:57:14,ETH,0.125,0.875,holding,
03/26 22:57:14,SOL,0.075,0.93,holding,
03/26 22:57:15,XRP,0.105,0.895,holding,
03/26 22:57:17,BTC,0.065,0.935,holding,
03/26 22:57:17,ETH,0.13,0.87,holding,
03/26 22:57:18,SOL,0.062,0.9385,holding,
03/26 22:57:18,XRP,0.11,0.89,holding,
03/26 22:57:20,BTC,0.085,0.915,holding,
03/26 22:57:21,ETH,0.145,0.855,holding,
03/26 22:57:21,SOL,0.08,0.925,holding,
03/26 22:57:21,XRP,0.125,0.875,holding,
03/26 22:57:24,BTC,0.105,0.895,holding,
03/26 22:57:24,ETH,0.135,0.87,holding,
03/26 22:57:24,SOL,0.0675,0.9335,holding,
03/26 22:57:25,XRP,0.1,0.9,holding,
03/26 22:57:27,BTC,0.075,0.925,holding,
03/26 22:57:27,ETH,0.095,0.905,holding,
03/26 22:57:28,SOL,0.0455,0.9545,holding,
03/26 22:57:28,XRP,0.055,0.945,holding,
03/26 22:57:30,BTC,0.035,0.965,holding,
03/26 22:57:31,ETH,0.075,0.925,holding,
03/26 22:57:31,SOL,0.046,0.9535,holding,
03/26 22:57:31,XRP,0.065,0.935,holding,
03/26 22:57:34,BTC,0.055,0.94,holding,
03/26 22:57:34,ETH,0.095,0.905,holding,
03/26 22:57:34,SOL,0.0495,0.9505,holding,
03/26 22:57:35,XRP,0.075,0.925,holding,
03/26 22:57:37,BTC,0.045,0.955,holding,
03/26 22:57:37,ETH,0.085,0.915,holding,
03/26 22:57:38,SOL,0.0475,0.9525,holding,
03/26 22:57:38,XRP,0.06,0.94,holding,
03/26 22:57:40,BTC,0.045,0.955,holding,
03/26 22:57:41,ETH,0.105,0.885,holding,
03/26 22:57:41,SOL,0.0525,0.9475,holding,
03/26 22:57:41,XRP,0.075,0.925,holding,
03/26 22:57:44,BTC,0.045,0.955,holding,
03/26 22:57:44,ETH,0.105,0.895,holding,
03/26 22:57:44,SOL,0.065,0.935,holding,
03/26 22:57:45,XRP,0.07,0.93,holding,
03/26 22:57:47,BTC,0.055,0.945,holding,
03/26 22:57:47,ETH,0.115,0.885,holding,
03/26 22:57:48,SOL,0.059,0.941,holding,
03/26 22:57:48,XRP,0.095,0.91,holding,
03/26 22:57:50,BTC,0.06,0.94,holding,
03/26 22:57:51,ETH,0.205,0.785,holding,
03/26 22:57:51,SOL,0.0785,0.9225,holding,
03/26 22:57:51,XRP,0.095,0.905,holding,
03/26 22:57:54,BTC,0.085,0.915,holding,
03/26 22:57:54,ETH,0.235,0.765,holding,
03/26 22:57:54,SOL,0.085,0.915,holding,
03/26 22:57:55,XRP,0.09,0.91,holding,
03/26 22:57:57,BTC,0.065,0.935,holding,
03/26 22:57:57,ETH,0.205,0.795,holding,
03/26 22:57:58,SOL,0.0735,0.927,holding,
03/26 22:57:58,XRP,0.09,0.91,holding,
03/26 22:58:00,BTC,0.085,0.915,holding,
03/26 22:58:01,ETH,0.305,0.695,holding,
03/26 22:58:01,SOL,0.1355,0.857,holding,
03/26 22:58:01,XRP,0.12,0.88,holding,
03/26 22:58:04,BTC,0.055,0.945,holding,
03/26 22:58:04,ETH,0.195,0.805,holding,
03/26 22:58:05,SOL,0.0765,0.9235,holding,
03/26 22:58:05,XRP,0.11,0.89,holding,
03/26 22:58:07,BTC,0.055,0.945,holding,
03/26 22:58:08,ETH,0.205,0.795,holding,
03/26 22:58:08,SOL,0.082,0.918,holding,
03/26 22:58:08,XRP,0.11,0.89,holding,
03/26 22:58:11,BTC,0.065,0.935,holding,
03/26 22:58:11,ETH,0.27,0.735,holding,
03/26 22:58:11,SOL,0.075,0.925,holding,
03/26 22:58:11,XRP,0.125,0.875,holding,
03/26 22:58:14,BTC,0.055,0.945,holding,
03/26 22:58:14,ETH,0.225,0.775,holding,
03/26 22:58:14,SOL,0.06,0.94,holding,
03/26 22:58:15,XRP,0.13,0.87,holding,
03/26 22:58:17,BTC,0.045,0.955,holding,
03/26 22:58:17,ETH,0.165,0.835,holding,
03/26 22:58:18,SOL,0.0425,0.9565,holding,
03/26 22:58:18,XRP,0.095,0.905,holding,
03/26 22:58:20,BTC,0.035,0.965,holding,
03/26 22:58:21,ETH,0.115,0.885,holding,
03/26 22:58:21,SOL,0.033,0.967,holding,
03/26 22:58:21,XRP,0.075,0.925,holding,
03/26 22:58:24,BTC,0.07,0.93,holding,
03/26 22:58:24,ETH,0.295,0.705,holding,
03/26 22:58:24,SOL,0.07,0.93,holding,
03/26 22:58:24,XRP,0.115,0.885,holding,
03/26 22:58:27,BTC,0.055,0.945,holding,
03/26 22:58:27,ETH,0.265,0.735,holding,
03/26 22:58:27,SOL,0.05,0.95,holding,
03/26 22:58:28,XRP,0.105,0.895,holding,
03/26 22:58:30,BTC,0.13,0.87,holding,
03/26 22:58:30,ETH,0.385,0.615,holding,
03/26 22:58:31,SOL,0.1085,0.8915,holding,
03/26 22:58:31,XRP,0.245,0.755,holding,
03/26 22:58:33,BTC,0.475,0.525,holding,
03/26 22:58:34,ETH,0.615,0.385,holding,
03/26 22:58:34,SOL,0.2595,0.738,holding,
03/26 22:58:34,XRP,0.34,0.66,holding,
03/26 22:58:37,BTC,0.385,0.615,holding,
03/26 22:58:37,ETH,0.56,0.435,holding,
03/26 22:58:37,SOL,0.235,0.765,holding,
03/26 22:58:38,XRP,0.215,0.785,holding,
03/26 22:58:40,BTC,0.245,0.755,holding,
03/26 22:58:40,ETH,0.445,0.555,holding,
03/26 22:58:41,SOL,0.1175,0.8825,holding,
03/26 22:58:41,XRP,0.265,0.735,holding,
03/26 22:58:43,BTC,0.505,0.495,holding,
03/26 22:58:44,ETH,0.555,0.445,holding,
03/26 22:58:44,SOL,0.181,0.819,holding,
03/26 22:58:44,XRP,0.205,0.76,holding,
03/26 22:58:45,ETH,0.68,0.315,*** CUT-LOSS NO @ 32.50% ***,
03/26 22:58:49,ETH,0.735,0.265,*** FLIP BUY YES @ 73.50% ***,
03/26 22:58:52,BTC,0.675,0.325,*** CUT-LOSS NO @ 32.50% ***,
03/26 22:58:55,BTC,0.745,0.255,*** FLIP BUY YES @ 72.50% ***,
03/26 22:58:59,BTC,0.665,0.335,holding,
03/26 22:58:59,ETH,0.695,0.305,holding,
03/26 22:59:00,SOL,0.35,0.65,holding,
03/26 22:59:00,XRP,0.335,0.665,holding,
03/26 22:59:03,BTC,0.625,0.375,holding,
03/26 22:59:03,ETH,0.725,0.275,holding,
03/26 22:59:03,SOL,0.34,0.66,holding,
03/26 22:59:04,XRP,0.34,0.65,holding,
03/26 22:59:06,BTC,0.585,0.405,holding,
03/26 22:59:07,ETH,0.665,0.335,holding,
03/26 22:59:07,SOL,0.243,0.757,holding,
03/26 22:59:07,XRP,0.3,0.705,holding,
03/26 22:59:10,BTC,0.565,0.435,holding,
03/26 22:59:10,ETH,0.625,0.375,holding,
03/26 22:59:11,SOL,0.1975,0.8025,holding,
03/26 22:59:11,XRP,0.22,0.78,holding,
03/26 22:59:13,BTC,0.565,0.435,holding,
03/26 22:59:14,ETH,0.655,0.345,holding,
03/26 22:59:14,SOL,0.1875,0.8125,holding,
03/26 22:59:14,XRP,0.205,0.795,holding,
03/26 22:59:17,BTC,0.575,0.425,holding,
03/26 22:59:17,ETH,0.555,0.445,holding,
03/26 22:59:18,SOL,0.105,0.895,holding,
03/26 22:59:18,XRP,0.1,0.925,holding,
03/26 22:59:21,BTC,0.315,0.685,holding,
03/26 22:59:21,ETH,0.505,0.495,holding,
03/26 22:59:21,SOL,0.0605,0.9395,holding,
03/26 22:59:22,XRP,0.065,0.935,holding,
03/26 22:59:24,BTC,0.205,0.795,holding,
03/26 22:59:24,XRP,0.025,0.975,*** SELL NO @ 97.50% ***,
03/26 22:59:26,ETH,0.415,0.585,holding,
03/26 22:59:27,SOL,0.0415,0.9585,holding,
03/26 22:59:27,XRP,0.015,0.985,holding,
03/26 22:59:29,BTC,0.175,0.825,holding,
03/26 22:59:30,ETH,0.34,0.655,holding,
03/26 22:59:30,SOL,0.035,0.965,holding,
03/26 22:59:30,XRP,0.015,0.985,holding,
03/26 22:59:31,SOL,0.022,0.9785,*** SELL NO @ 97.70% ***,
03/26 22:59:37,BTC,0.07,0.93,holding,
03/26 22:59:38,ETH,0.115,0.885,holding,
03/26 22:59:38,SOL,0.0015,0.9985,holding,
03/26 22:59:38,XRP,0.005,0.995,holding,
03/26 22:59:41,BTC,0.025,0.975,holding,
03/26 22:59:41,ETH,0.015,0.985,holding,
03/26 22:59:41,SOL,0.0015,0.9985,holding,
03/26 22:59:42,XRP,0.005,0.995,holding,
03/26 22:59:44,BTC,0.02,0.985,holding,
03/26 22:59:44,ETH,0.025,0.975,holding,
03/26 22:59:44,SOL,0.0015,0.9985,holding,
03/26 22:59:45,XRP,0.005,0.995,holding,
03/26 22:59:47,BTC,0.015,0.985,holding,
03/26 22:59:47,ETH,0.015,0.985,holding,
03/26 22:59:48,SOL,0.005,0.995,holding,
03/26 22:59:48,XRP,0.005,0.995,holding,
03/26 22:59:50,BTC,0.035,0.965,holding,
03/26 22:59:51,ETH,0.015,0.985,holding,
03/26 22:59:51,SOL,0.005,0.995,holding,
03/26 22:59:51,XRP,0.005,0.995,holding,
03/26 22:59:54,BTC,0.005,0.995,holding,
03/26 22:59:54,ETH,0.015,0.985,holding,
03/26 22:59:54,SOL,0.0055,0.9945,holding,
03/26 22:59:55,XRP,0.005,0.995,holding,
03/26 22:59:57,BTC,0.005,0.995,holding,
03/26 22:59:57,ETH,0.005,0.995,holding,
03/26 22:59:58,SOL,0.0005,0.9995,holding,
03/26 22:59:58,XRP,0.005,0.995,holding,
